crop_type,location_zone,soil_moisture,precipitation,avg_temperature,Image Path,credit_score,index_of_image,Yield_1,Yield_2,Yield_3,Loan_ID,Cultivation_2022,Production_2022,Cultivation_2023,Cultivation_2024,Production_2024,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Rice,North,45.21,104.74,23.46,permanent_crop/PermanentCrop_860.jpg,669,847,2.429996835,1.345308709,3.12617608,Loan_848,290,733.6284098,215,284,663.8298711,Male,Yes,3+,Not Graduate,Yes,6123,6632,485,12,1,Urban,Rejected
Maize,West,74.31,301.43,23.1,permanent_crop/PermanentCrop_861.jpg,843,848,3.874593564,3.898776349,3.334831474,Loan_849,314,661.5287872,387,211,585.1703554,Female,No,2,Graduate,No,11648,1781,236,120,1,Semiurban,Approved
Wheat,North,45.16,424.66,21.33,permanent_crop/PermanentCrop_862.jpg,824,849,2.869991572,3.997672783,2.103424354,Loan_850,416,595.5650765,483,446,945.6359263,Male,No,1,Graduate,Yes,14328,4452,242,240,1,Semiurban,Approved
Maize,West,56.91,161.07,30.88,permanent_crop/PermanentCrop_863.jpg,833,850,1.239934029,1.184771345,4.38919238,Loan_851,185,547.6527451,280,388,962.3404844,Male,No,2,Not Graduate,No,8297,7823,238,120,0,Semiurban,Rejected
Barley,East,62.47,235.44,28.63,permanent_crop/PermanentCrop_864.jpg,843,851,3.986536265,1.674529615,1.937322576,Loan_852,205,515.7426595,484,103,656.2744578,Male,No,1,Not Graduate,No,4772,133,54,240,1,Rural,Approved
Maize,North,23.94,155.96,27.09,permanent_crop/PermanentCrop_865.jpg,793,852,4.353528909,4.57344504,4.797043439,Loan_853,149,775.2542818,114,400,915.1243707,Male,No,3+,Graduate,No,4564,1568,377,12,0,Urban,Approved
Rice,North,20.13,128.67,23.85,permanent_crop/PermanentCrop_866.jpg,672,853,3.10818902,1.367562125,1.093564446,Loan_854,114,658.3440078,366,457,992.4615146,Male,No,3+,Not Graduate,Yes,14639,4678,255,120,0,Urban,Approved
Barley,West,65.04,387.83,29.94,permanent_crop/PermanentCrop_867.jpg,742,854,3.322542669,4.746980705,3.752451341,Loan_855,144,948.2663652,343,310,652.6761522,Male,No,0,Graduate,Yes,11471,9727,152,36,1,Rural,Rejected
Rice,West,63.4,255.02,20.86,permanent_crop/PermanentCrop_868.jpg,825,855,1.607791691,2.270487669,3.747085217,Loan_856,371,723.9035328,351,237,967.2746052,Male,Yes,0,Graduate,Yes,7587,4790,180,240,0,Rural,Rejected
Cotton,South,39.23,411.19,31.06,permanent_crop/PermanentCrop_869.jpg,763,856,2.887330676,2.583530124,1.39533762,Loan_857,268,621.2751198,369,484,873.5926774,Female,No,3+,Graduate,Yes,12130,9090,398,120,1,Urban,Approved
Maize,South,37.62,428.46,29.76,permanent_crop/PermanentCrop_87.jpg,809,857,4.047260897,3.807385681,2.235566432,Loan_858,410,645.8242919,133,350,828.1002997,Female,Yes,0,Not Graduate,No,11891,3702,378,36,1,Semiurban,Rejected
Barley,South,34.7,194.61,29.64,permanent_crop/PermanentCrop_870.jpg,839,858,3.835047121,2.041261004,2.72025069,Loan_859,328,786.990136,152,222,743.5275769,Female,No,3+,Not Graduate,No,11892,2791,494,240,0,Rural,Approved
Cotton,South,66.85,139.32,29.46,permanent_crop/PermanentCrop_871.jpg,831,859,1.567473507,1.956496511,2.409704668,Loan_860,400,975.9839805,280,391,896.9919321,Female,Yes,0,Not Graduate,Yes,13340,1482,490,12,1,Urban,Rejected
Barley,West,47.44,457.46,22.52,permanent_crop/PermanentCrop_872.jpg,770,860,2.425229649,2.435906003,3.587438965,Loan_861,311,660.0142182,213,394,889.4955687,Male,No,1,Graduate,No,7711,7515,165,36,1,Rural,Rejected
Cotton,North,75.47,490.36,28.42,permanent_crop/PermanentCrop_873.jpg,657,861,2.483098842,3.713627388,3.614525308,Loan_862,496,662.8739957,351,430,774.0285561,Female,No,0,Not Graduate,Yes,12197,5248,241,12,1,Rural,Rejected
Wheat,West,27.13,357.63,31.67,permanent_crop/PermanentCrop_874.jpg,795,862,1.522743648,3.433977976,4.410652321,Loan_863,229,983.1819388,157,110,699.4901537,Female,No,2,Graduate,No,13029,1093,245,36,0,Semiurban,Approved
Wheat,North,20.12,173.09,21.7,permanent_crop/PermanentCrop_875.jpg,840,863,3.421745621,1.142060106,3.540723333,Loan_864,288,547.1688504,135,395,678.5493146,Male,Yes,3+,Not Graduate,No,2917,6877,382,12,1,Rural,Approved
Rice,East,21.59,359.83,32.83,permanent_crop/PermanentCrop_876.jpg,719,864,1.945448113,3.803068109,3.10003369,Loan_865,480,760.1277709,312,273,657.2693002,Female,No,1,Graduate,Yes,12150,1268,448,120,1,Semiurban,Approved
Maize,West,52.64,384.8,34.59,permanent_crop/PermanentCrop_877.jpg,748,865,3.371387476,3.333787647,4.796145758,Loan_866,345,665.45375,458,162,555.2242319,Female,Yes,0,Not Graduate,No,7137,882,327,240,0,Rural,Approved
Wheat,West,22,101.24,15.46,permanent_crop/PermanentCrop_878.jpg,663,866,3.700686043,2.783294465,1.504834891,Loan_867,282,758.6966839,175,442,527.5108118,Female,No,3+,Graduate,No,5761,9556,464,60,0,Semiurban,Rejected
Cotton,South,48.91,459.33,22.61,permanent_crop/PermanentCrop_879.jpg,770,867,1.969674526,3.887173708,1.213601626,Loan_868,112,705.1663573,163,327,738.5532625,Female,No,0,Graduate,Yes,12389,6753,266,36,0,Rural,Approved
Cotton,West,37,427.75,34.96,permanent_crop/PermanentCrop_88.jpg,766,868,4.06972743,2.761440752,3.097021982,Loan_869,395,685.7852051,148,292,945.4760351,Male,Yes,3+,Not Graduate,No,9925,205,196,12,1,Semiurban,Approved
Rice,East,34.77,325.15,30.89,permanent_crop/PermanentCrop_880.jpg,699,869,3.14304117,4.69129455,2.004100536,Loan_870,328,765.4496469,109,495,647.7985725,Male,No,1,Graduate,Yes,6906,524,179,36,0,Semiurban,Approved
Maize,West,79.9,283.46,31.23,permanent_crop/PermanentCrop_881.jpg,767,870,2.914890769,4.169386691,4.969968699,Loan_871,426,887.534934,278,147,725.9858919,Female,No,1,Graduate,No,10258,2136,111,120,0,Urban,Rejected
Wheat,East,76.53,328.74,29.04,permanent_crop/PermanentCrop_882.jpg,754,871,2.044472335,1.024324137,4.61262953,Loan_872,411,911.5758734,265,170,943.4443301,Female,Yes,1,Graduate,No,11401,3448,100,240,1,Semiurban,Approved
Wheat,South,21.72,486.35,28.38,permanent_crop/PermanentCrop_883.jpg,767,872,1.069991368,3.37756391,2.68692361,Loan_873,488,756.5217633,441,187,982.0905487,Male,Yes,0,Not Graduate,Yes,13484,2010,312,120,1,Rural,Approved
Wheat,East,47.19,325.23,34.49,permanent_crop/PermanentCrop_884.jpg,767,873,4.170037443,4.529586941,3.924308614,Loan_874,358,616.4677336,230,352,690.3314156,Female,No,2,Not Graduate,Yes,3124,7707,254,36,1,Semiurban,Approved
Rice,South,31.83,222.28,28.88,permanent_crop/PermanentCrop_885.jpg,716,874,2.038967546,2.112324448,1.787701782,Loan_875,152,616.0463894,163,263,973.1381359,Male,Yes,2,Graduate,Yes,9005,1035,447,240,0,Semiurban,Approved
Wheat,North,71.36,238.86,33.8,permanent_crop/PermanentCrop_886.jpg,684,875,3.036888527,4.95216628,3.675578695,Loan_876,500,905.4637879,116,395,712.4824411,Female,Yes,1,Not Graduate,No,9014,8450,241,60,1,Urban,Approved
Wheat,East,79.02,348.79,33.21,permanent_crop/PermanentCrop_887.jpg,653,876,1.01523343,3.869971282,1.18853352,Loan_877,476,791.2851722,394,334,508.5388648,Male,No,0,Graduate,Yes,11526,9882,433,60,0,Urban,Rejected
Rice,South,34.04,279.4,27.26,permanent_crop/PermanentCrop_888.jpg,804,877,4.773489341,4.024178273,3.782419474,Loan_878,211,542.753036,350,242,668.4891836,Female,No,0,Not Graduate,Yes,4666,6930,120,36,0,Rural,Approved
Barley,East,55.44,373.67,15.81,permanent_crop/PermanentCrop_889.jpg,770,878,1.828326756,4.256888911,2.690774949,Loan_879,495,681.7287513,489,418,785.2248807,Female,No,0,Not Graduate,Yes,6036,7007,355,36,1,Urban,Approved
Barley,East,50.59,282.2,27.45,permanent_crop/PermanentCrop_89.jpg,721,879,2.340688648,4.463556458,3.699757038,Loan_880,443,953.0616669,283,443,581.7457628,Male,Yes,0,Not Graduate,Yes,10903,1722,186,12,0,Urban,Rejected
Wheat,West,46.05,286.04,15.54,permanent_crop/PermanentCrop_890.jpg,715,880,4.538483318,1.280651693,2.860140022,Loan_881,328,550.7230228,436,139,873.3076583,Male,Yes,3+,Not Graduate,Yes,10022,4906,142,12,0,Urban,Rejected
Barley,North,41.43,241.07,17.2,permanent_crop/PermanentCrop_891.jpg,732,881,1.849554598,1.585670417,2.745359827,Loan_882,193,984.6301866,188,258,667.1751833,Male,Yes,3+,Not Graduate,Yes,3377,1579,344,240,1,Semiurban,Rejected
Rice,East,22.98,107.43,19.6,permanent_crop/PermanentCrop_892.jpg,661,882,1.407858668,2.874397327,4.067726171,Loan_883,412,711.844448,366,324,916.1848564,Male,Yes,0,Not Graduate,Yes,5351,4189,371,60,1,Urban,Rejected
Rice,East,27.75,318.72,30.92,permanent_crop/PermanentCrop_893.jpg,850,883,1.235005458,4.182424644,3.132854406,Loan_884,154,905.0556844,358,135,546.852426,Male,Yes,1,Not Graduate,No,3802,444,212,60,0,Rural,Approved
Rice,West,57.21,146.39,31.76,permanent_crop/PermanentCrop_894.jpg,809,884,2.465620485,1.302735033,4.089567757,Loan_885,111,913.1402635,347,315,792.5650095,Female,Yes,2,Not Graduate,Yes,2319,6048,457,12,1,Semiurban,Approved
Cotton,East,62.35,428.69,23.19,permanent_crop/PermanentCrop_895.jpg,796,885,3.721595709,2.084872029,4.036104856,Loan_886,394,955.5760425,324,134,542.774758,Female,Yes,0,Not Graduate,No,8576,2924,375,120,1,Urban,Approved
Barley,North,27.17,272.52,16.41,permanent_crop/PermanentCrop_896.jpg,708,886,1.985096298,2.601877974,2.985063323,Loan_887,440,729.9337647,166,146,998.1311819,Female,Yes,2,Not Graduate,Yes,4253,8117,70,60,0,Semiurban,Rejected
Wheat,East,68.25,328.63,19.43,permanent_crop/PermanentCrop_897.jpg,739,887,2.18439204,1.617456469,4.928572885,Loan_888,181,770.30425,141,477,997.6303901,Female,No,1,Not Graduate,No,6478,8063,275,12,0,Rural,Rejected
Rice,West,78.88,244.21,33.62,permanent_crop/PermanentCrop_898.jpg,838,888,1.981485491,2.200697355,3.506315225,Loan_889,274,533.8832384,272,374,732.7501195,Female,Yes,1,Not Graduate,Yes,14478,5761,203,12,1,Urban,Rejected
Barley,West,41.63,280.89,34.92,permanent_crop/PermanentCrop_899.jpg,786,889,3.609534114,4.857105455,3.243299792,Loan_890,296,740.6878514,263,451,937.055714,Female,No,1,Graduate,No,2583,7520,419,120,0,Urban,Approved
Cotton,North,63.7,499,18.24,permanent_crop/PermanentCrop_9.jpg,765,890,1.049769576,1.424025101,2.884204733,Loan_891,334,703.387258,247,185,611.5721555,Female,No,2,Graduate,Yes,11677,5463,491,120,0,Semiurban,Approved
Barley,South,60.45,256.52,31,permanent_crop/PermanentCrop_90.jpg,691,891,4.174744026,2.531489043,4.801355376,Loan_892,210,813.8288922,259,244,717.9232381,Female,Yes,3+,Not Graduate,Yes,9915,2562,284,120,0,Semiurban,Approved
Wheat,South,31.21,316.96,27.29,permanent_crop/PermanentCrop_900.jpg,800,892,1.151291611,2.328876965,4.877588484,Loan_893,121,869.8732521,324,166,625.7629138,Male,No,1,Not Graduate,No,6359,4617,436,60,0,Urban,Approved
Maize,North,71.38,359.24,20.87,permanent_crop/PermanentCrop_901.jpg,833,893,3.636713781,1.223662659,4.255566212,Loan_894,169,514.3365281,469,363,916.190012,Male,Yes,1,Graduate,No,5504,746,433,60,1,Urban,Approved
Rice,West,49.39,260.39,19.28,permanent_crop/PermanentCrop_902.jpg,662,894,2.324025307,2.366524774,4.546283085,Loan_895,110,813.4251237,311,458,611.669257,Female,Yes,0,Graduate,Yes,10632,473,136,60,0,Semiurban,Rejected
Maize,West,40.66,265.14,22.52,permanent_crop/PermanentCrop_903.jpg,816,895,3.238706688,1.115222375,4.35366605,Loan_896,478,935.7852337,480,137,944.0524117,Male,Yes,2,Graduate,No,10972,3656,53,60,0,Rural,Approved
Wheat,North,75.58,366.25,23.03,permanent_crop/PermanentCrop_904.jpg,692,896,3.146977889,4.201258983,3.595951163,Loan_897,339,681.1127198,492,456,950.7255731,Male,Yes,0,Not Graduate,Yes,3206,8521,200,60,0,Rural,Approved
Rice,North,79.51,399.32,32.98,permanent_crop/PermanentCrop_905.jpg,831,897,1.57997748,2.930443754,2.133953395,Loan_898,196,899.8227012,464,304,828.7161281,Male,No,1,Graduate,Yes,6905,6160,295,12,0,Semiurban,Rejected
Rice,East,47.95,272.33,27.37,permanent_crop/PermanentCrop_906.jpg,850,898,1.652983247,3.60887316,4.945753852,Loan_899,307,616.3475363,391,245,655.6812951,Female,Yes,3+,Graduate,No,14755,1565,442,240,0,Semiurban,Approved
Wheat,West,32.87,295.81,32.06,permanent_crop/PermanentCrop_907.jpg,712,899,4.074254384,3.565723738,2.671004381,Loan_900,479,956.7399084,257,130,580.6510708,Female,Yes,2,Not Graduate,No,10279,6616,404,240,0,Urban,Rejected
Cotton,East,60.95,441.51,24.77,permanent_crop/PermanentCrop_908.jpg,763,900,1.309415333,4.256762604,2.892257623,Loan_901,411,555.6635039,271,476,872.2603778,Male,No,0,Graduate,No,5064,8513,120,120,0,Urban,Approved
Cotton,South,74.99,232.53,16.28,permanent_crop/PermanentCrop_909.jpg,684,901,3.177601855,3.980217474,1.976597174,Loan_902,243,875.8083494,143,196,754.7475397,Male,Yes,2,Graduate,Yes,5854,8261,281,240,1,Semiurban,Approved
Maize,West,72.23,208.92,15.97,permanent_crop/PermanentCrop_91.jpg,763,902,1.243000562,1.413671924,3.026403367,Loan_903,225,966.56677,221,404,761.0194728,Male,Yes,1,Graduate,Yes,5040,643,276,36,0,Semiurban,Approved
Barley,West,74.3,275.88,15.32,permanent_crop/PermanentCrop_910.jpg,803,903,4.927379692,1.233723614,1.503087399,Loan_904,365,791.7310945,309,498,972.228652,Male,No,3+,Graduate,No,7711,1299,491,120,1,Rural,Rejected
Barley,West,56.14,165.4,17.71,permanent_crop/PermanentCrop_911.jpg,702,904,4.633190592,4.874056902,3.534410317,Loan_905,172,801.9757512,304,243,999.6265467,Female,Yes,3+,Not Graduate,Yes,2794,7381,154,60,1,Semiurban,Rejected
Barley,North,41.71,231.25,27.18,permanent_crop/PermanentCrop_912.jpg,655,905,2.192261076,2.213184403,2.435965811,Loan_906,120,579.1730489,400,356,587.9451896,Female,Yes,1,Graduate,Yes,8019,9250,455,240,1,Rural,Rejected
Barley,South,30.06,221.72,30.54,permanent_crop/PermanentCrop_913.jpg,682,906,2.245939569,4.077404047,2.559193773,Loan_907,132,857.7015827,285,111,968.5259576,Female,Yes,3+,Graduate,Yes,5015,6060,184,36,0,Urban,Rejected
Maize,East,37.78,162.11,23.13,permanent_crop/PermanentCrop_914.jpg,817,907,3.809077282,3.521166298,4.61350934,Loan_908,153,714.585906,144,142,655.7888606,Female,No,2,Graduate,Yes,12519,7380,463,36,0,Semiurban,Rejected
Cotton,East,72.48,428.3,18.84,permanent_crop/PermanentCrop_915.jpg,672,908,1.321696559,4.979549333,1.980437964,Loan_909,143,683.0308899,356,195,817.7966845,Female,Yes,1,Not Graduate,No,9464,3003,125,240,0,Rural,Rejected
Maize,North,42.69,400.42,34.25,permanent_crop/PermanentCrop_916.jpg,704,909,1.653325195,1.282260397,4.18608714,Loan_910,316,582.1079054,229,361,931.6903886,Female,Yes,2,Graduate,Yes,5219,3487,51,36,1,Urban,Rejected
Wheat,West,21.17,205.43,19.81,permanent_crop/PermanentCrop_917.jpg,839,910,2.056502478,2.477877238,4.743254134,Loan_911,452,979.0251458,387,130,819.3074884,Male,No,1,Not Graduate,Yes,2396,2014,125,60,1,Semiurban,Rejected
Cotton,East,75.54,257.1,33.31,permanent_crop/PermanentCrop_918.jpg,719,911,3.28723272,4.025380341,4.378222533,Loan_912,127,981.5095505,231,235,545.8729363,Female,No,2,Graduate,Yes,9254,2966,155,120,0,Semiurban,Approved
Cotton,South,24.5,223.76,30.94,permanent_crop/PermanentCrop_919.jpg,765,912,3.094689493,4.972534468,4.459935819,Loan_913,141,605.7119586,100,249,570.854632,Male,No,1,Not Graduate,Yes,6918,1319,312,36,0,Rural,Approved
Maize,North,74.89,397.76,31.09,permanent_crop/PermanentCrop_92.jpg,650,913,4.803444893,3.031969705,2.812608542,Loan_914,212,999.3769435,241,255,928.7949123,Female,Yes,2,Graduate,Yes,11186,1569,317,12,1,Urban,Rejected
Barley,West,30.09,139.06,31.72,permanent_crop/PermanentCrop_920.jpg,739,914,1.359305614,3.510723698,2.85374669,Loan_915,496,922.3367636,376,210,541.066164,Female,Yes,3+,Graduate,No,4334,1868,347,60,0,Semiurban,Approved
Cotton,North,39.41,470.03,34.97,permanent_crop/PermanentCrop_921.jpg,690,915,2.149040345,4.224394688,3.307567668,Loan_916,134,771.5150004,255,369,554.223227,Female,Yes,2,Graduate,No,8436,1217,279,240,0,Rural,Approved
Maize,East,57.01,367.58,30.59,permanent_crop/PermanentCrop_922.jpg,679,916,2.758021657,3.885654325,3.149384705,Loan_917,306,503.5064866,454,101,644.4268091,Male,Yes,0,Graduate,No,12169,3367,268,240,0,Semiurban,Approved
Rice,South,75.13,434.2,31.85,permanent_crop/PermanentCrop_923.jpg,734,917,2.373910631,3.067348939,3.3803207,Loan_918,400,743.8818298,265,342,545.9587636,Female,No,1,Not Graduate,No,13564,2270,335,240,1,Semiurban,Approved
Rice,South,79.49,149.73,15.85,permanent_crop/PermanentCrop_924.jpg,685,918,2.601142519,2.235298978,3.131711298,Loan_919,128,885.5628694,241,176,979.2339213,Male,Yes,0,Not Graduate,No,11421,1579,117,36,0,Rural,Approved
Barley,West,23.56,175.8,17.26,permanent_crop/PermanentCrop_925.jpg,667,919,4.797406066,1.508119571,4.47580441,Loan_920,240,748.2230303,279,318,513.3996321,Male,Yes,3+,Graduate,Yes,5095,1357,464,60,1,Semiurban,Approved
Barley,East,21.21,132.11,15.6,permanent_crop/PermanentCrop_926.jpg,828,920,4.864172186,2.997294409,3.760549057,Loan_921,118,875.3558882,352,476,826.4224955,Female,Yes,2,Graduate,No,12185,9268,268,36,0,Urban,Rejected
Barley,West,40.21,127.58,20.79,permanent_crop/PermanentCrop_927.jpg,665,921,2.490705453,1.869980387,4.928396768,Loan_922,113,748.7544245,364,127,862.9586149,Female,No,3+,Graduate,No,13913,923,455,120,1,Urban,Rejected
Cotton,South,41.1,233.32,28.79,permanent_crop/PermanentCrop_928.jpg,754,922,4.888418814,2.814067686,3.632943798,Loan_923,346,932.5047969,384,307,892.0940494,Female,No,3+,Not Graduate,Yes,8723,6426,476,12,0,Rural,Approved
Maize,East,35.26,187.29,30.31,permanent_crop/PermanentCrop_929.jpg,687,923,2.125505042,4.579297091,2.159361211,Loan_924,119,742.1712437,106,499,666.0174913,Male,Yes,0,Not Graduate,Yes,13748,1274,92,12,1,Semiurban,Rejected
Rice,North,56.12,164.16,31.02,permanent_crop/PermanentCrop_93.jpg,658,924,4.411097091,1.494885626,3.984880266,Loan_925,160,558.1663917,189,334,580.5855341,Female,Yes,0,Graduate,Yes,10329,5390,197,60,0,Semiurban,Approved
Maize,West,38.57,167.49,17.24,permanent_crop/PermanentCrop_930.jpg,688,925,1.227463173,1.548775313,3.223945951,Loan_926,107,622.6136535,216,357,737.2596553,Male,No,3+,Graduate,Yes,7536,4437,237,240,1,Urban,Approved
Wheat,West,36.46,109.19,24.99,permanent_crop/PermanentCrop_931.jpg,842,926,2.076375787,1.498724887,2.650803863,Loan_927,421,777.7537453,246,374,803.0683935,Female,No,0,Not Graduate,Yes,12039,6033,193,12,1,Semiurban,Rejected
Rice,South,27.87,436.16,21.28,permanent_crop/PermanentCrop_932.jpg,822,927,2.970534074,1.809686279,3.433566254,Loan_928,174,725.9399781,312,201,822.2924054,Female,Yes,1,Not Graduate,No,14274,1181,128,12,1,Semiurban,Approved
Maize,North,42.97,437.75,26.52,permanent_crop/PermanentCrop_933.jpg,784,928,2.998836287,4.796047107,2.627095126,Loan_929,407,746.2007585,296,306,502.194788,Male,Yes,0,Not Graduate,No,14567,7324,280,60,0,Semiurban,Approved
Barley,West,74.98,345.01,23.77,permanent_crop/PermanentCrop_934.jpg,762,929,3.255737685,3.496752953,1.304739046,Loan_930,314,899.756891,346,466,635.1221276,Female,No,1,Graduate,No,6235,4485,213,60,0,Urban,Approved
Rice,South,37.22,443.44,21.89,permanent_crop/PermanentCrop_935.jpg,761,930,2.849215682,2.253856901,2.973207993,Loan_931,249,521.9469034,406,494,859.2194515,Female,No,2,Not Graduate,No,12999,1347,281,240,0,Urban,Rejected
Maize,North,77.87,382.51,18.77,permanent_crop/PermanentCrop_936.jpg,800,931,4.103831176,4.924857418,2.049510141,Loan_932,129,818.1429729,263,350,720.6219724,Male,Yes,0,Graduate,No,13100,3024,104,120,0,Semiurban,Approved
Maize,West,55.81,197.29,18.02,permanent_crop/PermanentCrop_937.jpg,796,932,3.088491897,4.345221963,1.386508611,Loan_933,376,650.7373842,460,115,654.0346571,Male,Yes,3+,Graduate,No,8736,2945,490,60,1,Rural,Rejected
Wheat,East,69.03,134.66,33.86,permanent_crop/PermanentCrop_938.jpg,650,933,3.531339982,1.956368182,2.435191326,Loan_934,101,581.0974603,318,221,622.0997974,Female,No,3+,Graduate,No,3420,2681,325,12,1,Rural,Rejected
Barley,West,71.13,130.15,28.77,permanent_crop/PermanentCrop_939.jpg,704,934,2.427125762,3.012184309,1.802883786,Loan_935,470,633.8391065,160,303,820.6660421,Male,No,0,Not Graduate,No,4523,5199,51,120,1,Urban,Approved
Barley,North,46.8,310.47,24.84,permanent_crop/PermanentCrop_94.jpg,810,935,4.373787178,2.273074814,3.73834608,Loan_936,258,881.9867645,134,311,901.5305018,Male,No,2,Graduate,No,4162,8765,439,240,1,Semiurban,Rejected
Wheat,West,47.08,349.23,28.94,permanent_crop/PermanentCrop_940.jpg,763,936,4.755390214,4.994146749,2.84416097,Loan_937,409,600.6590634,365,288,885.9915317,Male,Yes,1,Graduate,No,10926,7711,362,36,0,Semiurban,Approved
Cotton,East,64.08,420,23.28,permanent_crop/PermanentCrop_941.jpg,694,937,3.894238549,1.535200517,1.21440405,Loan_938,335,985.1697947,242,392,815.2167441,Male,Yes,2,Not Graduate,No,8763,7158,89,240,0,Semiurban,Rejected
Wheat,West,43.69,457.15,18.2,permanent_crop/PermanentCrop_942.jpg,717,938,2.686794478,2.245261135,4.397374136,Loan_939,171,946.6924897,155,212,759.2019339,Male,Yes,1,Not Graduate,No,10420,225,394,120,0,Semiurban,Approved
Cotton,West,66.63,148.49,18.15,permanent_crop/PermanentCrop_943.jpg,651,939,2.322099935,4.26294782,2.171234344,Loan_940,299,749.5122958,105,438,674.1330139,Female,Yes,0,Not Graduate,No,2514,8675,177,60,1,Rural,Rejected
Rice,East,44.56,363.35,21.4,permanent_crop/PermanentCrop_944.jpg,654,940,2.545336614,4.614374354,4.705582346,Loan_941,345,953.3045271,466,264,886.9200862,Male,No,1,Graduate,No,10004,5548,290,60,1,Urban,Approved
Barley,West,78.9,312.87,27.32,permanent_crop/PermanentCrop_945.jpg,749,941,3.98570117,2.222733028,1.442008034,Loan_942,247,537.3896304,147,372,787.1730464,Female,Yes,3+,Graduate,Yes,2586,8479,429,120,1,Urban,Approved
